date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:01:45	28196/28196	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226e24-591f4fd57f100%22	https://preview.colorlib.com/theme/feliciano/fonts/open-iconic/open-iconic.eot	C:/Users/Ibrahimnawab/Desktop/it/food_front/preview.colorlib.com/theme/feliciano/fonts/open-iconic/open-iconic.eot	(from https://preview.colorlib.com/theme/feliciano/css/open-iconic-bootstrap.min.css)
20:01:46	28196/28196	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226e24-591f4fd57f100%22	https://preview.colorlib.com/theme/feliciano/fonts/open-iconic/open-iconic.eot?	C:/Users/Ibrahimnawab/Desktop/it/food_front/preview.colorlib.com/theme/feliciano/fonts/open-iconic/open-iconicd41d.eot	(from https://preview.colorlib.com/theme/feliciano/css/open-iconic-bootstrap.min.css)
20:01:46	14984/14984	---M--	200	added ('OK')	font/woff	etag:%223a88-591f4fd767580%22	https://preview.colorlib.com/theme/feliciano/fonts/open-iconic/open-iconic.woff	C:/Users/Ibrahimnawab/Desktop/it/food_front/preview.colorlib.com/theme/feliciano/fonts/open-iconic/open-iconic.woff	(from https://preview.colorlib.com/theme/feliciano/css/open-iconic-bootstrap.min.css)
20:01:47	28028/28028	---MCZ	200	added ('OK')	font/ttf	etag:W/%226d7c-591f4fd673340%22	https://preview.colorlib.com/theme/feliciano/fonts/open-iconic/open-iconic.ttf	C:/Users/Ibrahimnawab/Desktop/it/food_front/preview.colorlib.com/theme/feliciano/fonts/open-iconic/open-iconic.ttf	(from https://preview.colorlib.com/theme/feliciano/css/open-iconic-bootstrap.min.css)
20:01:48	20996/20996	---MCZ	200	added ('OK')	font/ttf	etag:W/%225204-591f4fd57f100%22	https://preview.colorlib.com/theme/feliciano/fonts/open-iconic/open-iconic.otf	C:/Users/Ibrahimnawab/Desktop/it/food_front/preview.colorlib.com/theme/feliciano/fonts/open-iconic/open-iconic.otf	(from https://preview.colorlib.com/theme/feliciano/css/open-iconic-bootstrap.min.css)
20:01:48	54789/54789	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22d605-591f4fd673340%22	https://preview.colorlib.com/theme/feliciano/fonts/open-iconic/open-iconic.svg	C:/Users/Ibrahimnawab/Desktop/it/food_front/preview.colorlib.com/theme/feliciano/fonts/open-iconic/open-iconic.svg	(from https://preview.colorlib.com/theme/feliciano/css/open-iconic-bootstrap.min.css)
20:01:48	283/283	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2028%20Feb%202021%2015:01:48%20GMT	https://preview.colorlib.com/theme/feliciano/css/owl.video.play.png	C:/Users/Ibrahimnawab/Desktop/it/food_front/preview.colorlib.com/theme/feliciano/css/owl.video.play.png	(from https://preview.colorlib.com/theme/feliciano/css/owl.carousel.min.css)
20:01:49	112826/112826	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%221b8ba-591f500eb7800%22	https://preview.colorlib.com/theme/feliciano/fonts/ionicons/fonts/ionicons.eot?v=4.0.0-19	C:/Users/Ibrahimnawab/Desktop/it/food_front/preview.colorlib.com/theme/feliciano/fonts/ionicons/fonts/ionicons580c.eot	(from https://preview.colorlib.com/theme/feliciano/css/ionicons.min.css)
20:01:49	50592/50592	---M--	200	added ('OK')	font/woff2	etag:%22c5a0-591f5015647c0%22	https://preview.colorlib.com/theme/feliciano/fonts/ionicons/fonts/ionicons.woff2?v=4.0.0-19	C:/Users/Ibrahimnawab/Desktop/it/food_front/preview.colorlib.com/theme/feliciano/fonts/ionicons/fonts/ionicons580c.woff2	(from https://preview.colorlib.com/theme/feliciano/css/ionicons.min.css)
20:01:49	66024/66024	---M--	200	added ('OK')	font/woff	etag:%22101e8-591f501470580%22	https://preview.colorlib.com/theme/feliciano/fonts/ionicons/fonts/ionicons.woff?v=4.0.0-19	C:/Users/Ibrahimnawab/Desktop/it/food_front/preview.colorlib.com/theme/feliciano/fonts/ionicons/fonts/ionicons580c.woff	(from https://preview.colorlib.com/theme/feliciano/css/ionicons.min.css)
